Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;3;;2;1;;0;B;1;Crazy love;144;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;4;;2;1;;0;A;1;Diana;145;;1957
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;4;;2;1;;0;B;1;Put your head on my shoulder;156;;1959
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;5;;2;1;;0;A;1;Put your head on my shoulder;156;;1959
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;5;;2;1;;0;B;1;Summer 's gone;163;;1960
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;6;;2;1;;0;A;1;Put your head on my shoulder;190;;1959
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;6;;2;1;;0;B;1;Too young to die;205;;1959
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;7;;2;1;;0;A;1;You are my destiny;163;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;7;;2;1;;0;B;1;When I stop loving you;110;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;8;;2;1;;0;A;1;You are my destiny;163;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;8;;2;1;;0;B;1;Crazy love;144;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;9;;2;1;;0;A;1;You are my destiny;163;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;9;;2;1;;0;B;1;Loveland;138;;1961
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;10;;2;1;;0;A;1;Crazy love;149;;1958
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;10;;2;1;;0;B;1;Let the bells keep ringing;120;;1961
Singles;Anka Paul;;;;;;;;;;;0;;;;;true;;false;11;;2;1;;0;A;1;My heart sings;178;;1958
